2020 Inyo Presidential Primary,5.10.11.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
,,,,,,,,President of the US - DEM (Vote For=1),President of the US - DEM (Vote For=1),President of the US - DEM (Vote For=1),President of the US - DEM (Vote For=1),President of the US - DEM (Vote For=1),President of the US - DEM (Vote For=1),President of the US - DEM (Vote For=1),President of the US - DEM (Vote For=1),President of the US - DEM (Vote For=1),President of the US - DEM (Vote For=1),President of the US - DEM (Vote For=1),President of the US - DEM (Vote For=1),President of the US - DEM (Vote For=1),President of the US - DEM (Vote For=1),President of the US - DEM (Vote For=1),President of the US - DEM (Vote For=1),President of the US - DEM (Vote For=1),President of the US - DEM (Vote For=1),President of the US - DEM (Vote For=1),President of the US - DEM (Vote For=1),President of the US - DEM (Vote For=1),President of the US - DEM (Vote For=1),President of the US - DEM (Vote For=1),President of the US - DEM (Vote For=1),President of the US - DEM (Vote For=1),President of the US - DEM (Vote For=1),President of the US - DEM (Vote For=1),President of the US - DEM (Vote For=1),President of the US - REP (Vote For=1),President of the US - REP (Vote For=1),President of the US - REP (Vote For=1),President of the US - REP (Vote For=1),President of the US - REP (Vote For=1),President of the US - REP (Vote For=1),President of the US - REP (Vote For=1),President of the US - REP (Vote For=1),President of the US - REP (Vote For=1),President of the US - REP (Vote For=1),President of the US - AI (Vote For=1),President of the US - AI (Vote For=1),President of the US - AI (Vote For=1),President of the US - AI (Vote For=1),President of the US - AI (Vote For=1),President of the US - AI (Vote For=1),President of the US - GRN (Vote For=1),President of the US - GRN (Vote For=1),President of the US - GRN (Vote For=1),President of the US - GRN (Vote For=1),President of the US - GRN (Vote For=1),President of the US - GRN (Vote For=1),President of the US - GRN (Vote For=1),President of the US - LIB (Vote For=1),President of the US - LIB (Vote For=1),President of the US - LIB (Vote For=1),President of the US - LIB (Vote For=1),President of the US - LIB (Vote For=1),President of the US - LIB (Vote For=1),President of the US - LIB (Vote For=1),President of the US - LIB (Vote For=1),President of the US - LIB (Vote For=1),President of the US - LIB (Vote For=1),President of the US - LIB (Vote For=1),President of the US - LIB (Vote For=1),President of the US - LIB (Vote For=1),President of the US - LIB (Vote For=1),President of the US - LIB (Vote For=1),President of the US - LIB (Vote For=1),President of the US - LIB (Vote For=1),President of the US - PF (Vote For=1),President of the US - PF (Vote For=1),President of the US - PF (Vote For=1),U.S. Representative 8th District (Vote For=1),U.S. Representative 8th District (Vote For=1),U.S. Representative 8th District (Vote For=1),U.S. Representative 8th District (Vote For=1),U.S. Representative 8th District (Vote For=1),U.S. Representative 8th District (Vote For=1),U.S. Representative 8th District (Vote For=1),U.S. Representative 8th District (Vote For=1),U.S. Representative 8th District (Vote For=1),U.S. Representative 8th District (Vote For=1),U.S. Representative 8th District (Vote For=1),Member of the State Assembly 26th District (Vote For=1),Member of the State Assembly 26th District (Vote For=1),Member of the State Assembly 26th District (Vote For=1),Superior Court Judge #1 (Vote For=1),Superior Court Judge #1 (Vote For=1),Superior Court Judge #1 (Vote For=1),Superior Court Judge #1 (Vote For=1),"County Supervisor, 2nd District (Vote For=1)","County Supervisor, 2nd District (Vote For=1)","County Supervisor, 2nd District (Vote For=1)","County Supervisor, 4th District (Vote For=1)","County Supervisor, 4th District (Vote For=1)","County Supervisor, 4th District (Vote For=1)","County Supervisor, 4th District (Vote For=1)","County Supervisor, 5th District (Vote For=1)","County Supervisor, 5th District (Vote For=1)",State Proposition 13 (Vote For=1),State Proposition 13 (Vote For=1),Measure M- School Bond Measure (Vote For=1),Measure M- School Bond Measure (Vote For=1) 
1464,2,19,88,2-19-88,Vote by Mail,109 (109),3 (3),,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,,,,,,,,,,1,0,,
1465,2,19,89,2-19-89,Vote by Mail,109 (109),3 (3),,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,,,,,,,,,,0,1,,
1466,2,19,90,2-19-90,Vote by Mail,109 (109),3 (3),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,,,,,,,,,,0,1,,
1467,2,19,91,2-19-91,Vote by Mail,109 (109),3 (3),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,,,,,,,,,,1,0,,
1468,2,19,92,2-19-92,Vote by Mail,109 (109),3 (3),,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,,,,,,,0,1,,
1469,2,19,93,2-19-93,Vote by Mail,109 (109),3 (3),,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,0,1,,
1470,2,19,94,2-19-94,Vote by Mail,109 (109),3 (3),,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,,,,,,,,,,0,1,,
1471,2,19,95,2-19-95,Vote by Mail,109 (109),3 (3),,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,,,,,,,,,,0,1,,
1472,2,19,96,2-19-96,Vote by Mail,109 (109),3 (3),,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,,,,,,,,,,0,1,,
1473,2,19,97,2-19-97,Vote by Mail,109 (109),3 (3),,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,,,,,,,,,,0,1,,
1474,2,19,98,2-19-98,Vote by Mail,109 (109),3 (3),,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,,,,,,,,,,0,1,,
1475,2,19,99,2-19-99,Vote by Mail,109 (109),3 (3),,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,,,,,,,,,,0,1,,
1476,2,19,100,2-19-100,Vote by Mail,109 (109),3 (3),,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,,,,,,,,,,0,1,,
1477,2,19,101,2-19-101,Vote by Mail,109 (109),3 (3),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,,,,,,,,,,1,0,,
1478,2,19,102,2-19-102,Vote by Mail,109 (109),3 (3),,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,,,,,,,,,,0,1,,
1479,2,19,103,2-19-103,Vote by Mail,109 (109),3 (3),,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,,,,,,,,,,0,1,,
1480,2,19,104,2-19-104,Vote by Mail,109 (109),3 (3),,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,,,,,,,,,,0,1,,
1481,2,19,105,2-19-105,Vote by Mail,109 (109),3 (3),,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,,,,,,,,,,0,1,,
1482,2,19,106,2-19-106,Vote by Mail,109 (109),3 (3),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,,,,,,,,,,0,1,,
1483,2,19,107,2-19-107,Vote by Mail,109 (109),3 (3),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,,,,,,,,,,0,1,,
1484,2,19,108,2-19-108,Vote by Mail,109 (109),3 (3),,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,,,,,,,,,,1,0,,
1485,2,19,109,2-19-109,Vote by Mail,109 (109),3 (3),,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,,,,,,,,,,0,1,,
1486,2,19,110,2-19-110,Vote by Mail,109 (109),3 (3),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,,,,,,,,,,1,0,,
1487,2,19,111,2-19-111,Vote by Mail,109 (109),3 (3),,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,,,,,,,,,,1,0,,
1488,2,19,112,2-19-112,Vote by Mail,109 (109),3 (3),,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,,,,,,,0,1,,
1489,2,19,113,2-19-113,Vote by Mail,109 (109),3 (3),,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,,,,,,,,,,0,1,,
1490,2,19,114,2-19-114,Vote by Mail,109 (109),3 (3),,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,,,,,,,,,,0,1,,
1491,2,19,115,2-19-115,Vote by Mail,109 (109),3 (3),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,,,,,,,0,1,,
1492,2,19,116,2-19-116,Vote by Mail,109 (109),3 (3),,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,,,,,,,,,,0,1,,
1493,2,19,117,2-19-117,Vote by Mail,109 (109),3 (3),,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,,,,,,,,,,0,1,,
1494,2,19,118,2-19-118,Vote by Mail,109 (109),3 (3),,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,,,,,,,,,,0,1,,
1495,2,19,119,2-19-119,Vote by Mail,109 (109),3 (3),0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,,,,,,,,,,1,0,,
1496,2,19,120,2-19-120,Vote by Mail,109 (109),3 (3),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,,,,,,,,,,0,1,,
1497,2,19,121,2-19-121,Vote by Mail,109 (109),3 (3),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,,,,,,,,,,0,1,,
1498,2,19,122,2-19-122,Vote by Mail,109 (109),3 (3),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,,,,,,,,,,0,1,,
1499,2,19,123,2-19-123,Vote by Mail,109 (109),3 (3),0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,,,,,,,,,,1,0,,
1500,2,19,124,2-19-124,Vote by Mail,109 (109),3 (3),0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,,,,,,,,,,0,1,,
1501,2,19,125,2-19-125,Vote by Mail,109 (109),3 (3),,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,,,,,,,,,,0,1,,
1502,2,19,126,2-19-126,Vote by Mail,109 (109),3 (3),,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,,,,,,,,,,0,1,,
1503,2,19,127,2-19-127,Vote by Mail,109 (109),3 (3),0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,,,,,,,,,,0,1,,
1504,2,19,128,2-19-128,Vote by Mail,109 (109),3 (3),0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,,,,,,,,,,0,0,,
1505,2,19,129,2-19-129,Vote by Mail,109 (109),3 (3),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,,,,,,,,,,1,0,,
1506,2,19,130,2-19-130,Vote by Mail,109 (109),3 (3),,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,,,,,,,,,,0,1,,
1507,2,19,131,2-19-131,Vote by Mail,109 (109),3 (3),0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,,,,,,,,,,0,1,,
1508,2,19,132,2-19-132,Vote by Mail,109 (109),3 (3),,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,,,,,,,,,,0,1,,
1509,2,19,133,2-19-133,Vote by Mail,109 (109),3 (3),0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,,,,,,,,,,1,0,,
1510,2,19,134,2-19-134,Vote by Mail,109 (109),3 (3),,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,,,,,,,,,,0,1,,
1511,2,19,135,2-19-135,Vote by Mail,109 (109),3 (3),0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,,,,,,,,,,1,0,,
1512,2,19,137,2-19-137,Vote by Mail,109 (109),3 (3),0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,,,,,,,,,,1,0,,
1513,2,19,10,2-19-10,Vote by Mail,109 (109),3 (3),,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,,,,,,,,,,0,1,,
1514,2,19,38,2-19-38,Vote by Mail,109 (109),3 (3),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,,,,,,,,,,0,1,,
1515,2,19,61,2-19-61,Vote by Mail,109 (109),3 (3),,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,,,,,,,,,,1,0,,
1516,2,19,136,2-19-136,Vote by Mail,109 (109),3 (3),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,,,,,,,,,,0,1,,
1517,2,20,1,2-20-1,Vote by Mail,109 (109),3 (3),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,,,,,,,,,,1,0,,
1518,2,20,2,2-20-2,Vote by Mail,109 (109),3 (3),,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,,,,,,,,,,0,1,,
1519,2,20,3,2-20-3,Vote by Mail,109 (109),3 (3),,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,,,,,,,,,,0,1,,
1520,2,20,4,2-20-4,Vote by Mail,109 (109),3 (3),,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,,,,,,,,,,1,0,,
1521,2,20,5,2-20-5,Vote by Mail,109 (109),3 (3),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,,,,,,,0,1,,
1522,2,20,6,2-20-6,Vote by Mail,109 (109),3 (3),,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,,,,,,,,,,0,1,,
1523,2,20,7,2-20-7,Vote by Mail,109 (109),3 (3),,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,,,,,,,,,,0,1,,
1524,2,20,8,2-20-8,Vote by Mail,109 (109),3 (3),,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,,,,,,,,,,0,1,,
1525,2,20,9,2-20-9,Vote by Mail,109 (109),3 (3),,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,,,,,,,,,,0,1,,
1526,2,20,10,2-20-10,Vote by Mail,109 (109),3 (3),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,,,,,,,,,,0,1,,
1527,2,20,11,2-20-11,Vote by Mail,109 (109),3 (3),,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,,,,,,,,,,0,1,,
1528,2,20,12,2-20-12,Vote by Mail,109 (109),3 (3),,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,0,1,,
1529,2,20,13,2-20-13,Vote by Mail,109 (109),3 (3),,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,,,,,,,,,,0,1,,
1530,2,20,14,2-20-14,Vote by Mail,109 (109),3 (3),,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,,,,,,,,,,0,1,,
1531,2,20,15,2-20-15,Vote by Mail,109 (109),3 (3),,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,,,,,,,,,,0,1,,
1532,2,20,16,2-20-16,Vote by Mail,109 (109),3 (3),,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,,,,,,,,,,0,0,,
1533,2,20,17,2-20-17,Vote by Mail,109 (109),3 (3),,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,,,,,,,,,,0,1,,
1534,2,20,18,2-20-18,Vote by Mail,109 (109),3 (3),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,,,,,,,,,,0,1,,
